street_number,route,locality-political,postal_code,latitude_longitude
5540,Big Canyon Road,Shingle Springs,95682.0,"38.62,-120.91"
1541,Crooked Mile Court,Placerville,95667.0,"38.79,-120.95"
1570,Old Ranch Road,Placerville,95667.0,"38.77,-120.93"
2441,Stagecoach Road,Placerville,95667.0,"38.73,-120.91"
3170,Sundance Trail,Placerville,95667.0,"38.71,-120.87"
7136,Stewart Mine Road,Placerville,95667.0,"38.77,-120.84"
1600,Beals Road,Placerville,95667.0,"38.75,-120.86"
2605,Andler Road,Placerville,95667.0,"38.74,-120.83"
421,Debbie Court,Placerville,95667.0,"38.73,-120.84"
638,Myrtle Avenue,Placerville,95667.0,"38.73,-120.81"
9801,Mosquito Road,Placerville,95667.0,"38.74,-120.78"
901,Oak Terrace Road,Placerville,95667.0,"38.74,-120.81"
6404,Shadow Ridge Road,Placerville,95667.0,"38.76,-120.76"
,,Placerville,95667.0,"38.73,-120.76"
3093,Natures Way,Placerville,95667.0,"38.73,-120.78"
3549,Cedar Ravine Road,Placerville,95667.0,"38.72,-120.78"
2621,Nelson Court,Camino,95709.0,"38.76,-120.67"
2712,Kingfisher Lane,Camino,95709.0,"38.75,-120.7"
2901,Hermosa Court,Camino,95709.0,"38.73,-120.71"
2760,Romer Boulevard,Pollock Pines,95726.0,"38.77,-120.58"
2702,Blair Road,Pollock Pines,95726.0,"38.76,-120.6"
6165,Sanders Drive,Pollock Pines,95726.0,"38.76,-120.59"
111,Bonnie Court,Camino,95709.0,"38.75,-120.63"
3585,Pleasant Valley Road,Placerville,95667.0,"38.69,-120.7"
5520,Lynx Trail,Pollock Pines,95726.0,"38.73,-120.63"
4470,Sierra Springs Drive,Pollock Pines,95726.0,"38.71,-120.62"
4181,Eagle Canyon Road,Placerville,95667.0,"38.68,-120.63"
,Park Creek Road,Pollock Pines,95726.0,"38.75,-120.54"
6013,Lone Barn Road,Somerset,95684.0,"38.6,-120.76"
7330,Perry Creek Road,Somerset,95684.0,"38.61,-120.66"
2860,Spring Hill Road,Somerset,95684.0,"38.57,-120.72"
,Farnham Ridge Road,Volcano,95689.0,"38.53,-120.59"
,FS-9N53,Somerset,95684.0,"38.61,-120.44"
,Unnamed Road,,,"38.71,-120.32"
1111,Sierra-At-Tahoe Road,South Lake Tahoe,96155.0,"38.8,-120.08"
7626,Talcite Street,,95623.0,"38.58,-120.88"
6328,Union Mine Road,,95623.0,"38.63,-120.84"
,Forest Lake Road,Placerville,95667.0,"38.67,-120.81"
5100,Calamity Lane,Placerville,95667.0,"38.65,-120.76"
4840,Oriental Street,,,"38.69,-120.85"
4198,Big Cut Road,Placerville,95667.0,"38.7,-120.79"
207,East Oleander Avenue,Fresno,93706.0,"36.73,-119.81"
345,South Plumas Street,Fresno,93706.0,"36.74,-119.81"
741,H Street,Fresno,93721.0,"36.73,-119.79"
,,Fresno,93706.0,"36.73,-119.8"
2167,South Fig Avenue,Fresno,93706.0,"36.72,-119.8"
188,East California Avenue,Fresno,93706.0,"36.72,-119.81"
3237,East Lyell Avenue,Fresno,93702.0,"36.73,-119.77"
2150,South 3rd Street,Fresno,93725.0,"36.72,-119.77"
344,M Street,Fresno,93721.0,"36.73,-119.78"
3240,East Belmont Avenue,Fresno,93702.0,"36.75,-119.77"
3245,East Huntington Boulevard,Fresno,93702.0,"36.74,-119.77"
,T Street,Fresno,93721.0,"36.74,-119.78"
2602,East Belmont Avenue,Fresno,93701.0,"36.75,-119.78"
1327,N Street,Fresno,93721.0,"36.74,-119.79"
1720,H Street,Fresno,93721.0,"36.74,-119.8"
460,North Fulton Street,Fresno,93701.0,"36.75,-119.8"
1704,East Belmont Avenue,Fresno,93701.0,"36.75,-119.79"
710,West Lyman Avenue,Fresno,93706.0,"36.74,-119.82"
731,West California Court,Fresno,93706.0,"36.72,-119.82"
1602,West Oleander Avenue,Fresno,93706.0,"36.73,-119.83"
1617,West California Avenue,Fresno,93706.0,"36.72,-119.83"
1642,West Jensen Avenue,Fresno,93706.0,"36.71,-119.83"
2178,South Poppy Avenue,Fresno,93706.0,"36.72,-119.79"
,,,93706.0,"36.71,-119.8"
240,East Grove Avenue,Fresno,93706.0,"36.71,-119.81"
2777,South Elm Avenue,Fresno,93706.0,"36.7,-119.79"
2772,South Fig Avenue,Fresno,93706.0,"36.7,-119.8"
2790,South Walnut Avenue,Fresno,93706.0,"36.7,-119.81"
2180,South Van Ness Avenue,Fresno,93721.0,"36.72,-119.78"
2690,East Byrd Avenue,Fresno,93725.0,"36.71,-119.78"
4728,East Byrd Avenue,Fresno,93725.0,"36.71,-119.74"
2516,East Barton Square,Fresno,93725.0,"36.71,-119.76"
2141,South Orange Avenue,Fresno,93725.0,"36.72,-119.76"
4503,East Byrd Avenue,Fresno,93725.0,"36.71,-119.75"
4721,East Lyell Avenue,Fresno,93702.0,"36.73,-119.74"
4737,East Florence Avenue,Fresno,93725.0,"36.72,-119.74"
2074,South Hayston Avenue,Fresno,93702.0,"36.72,-119.75"
3833,East Lyell Avenue,Fresno,93702.0,"36.73,-119.76"
1121,South Chance Avenue,Fresno,93702.0,"36.73,-119.75"
5828,East Belmont Avenue,Fresno,93727.0,"36.75,-119.69"
6720,East Kings Canyon Road,Fresno,93727.0,"36.74,-119.67"
359,South Duke Avenue,Fresno,93727.0,"36.74,-119.69"
6641,East Butler Avenue,Fresno,93727.0,"36.73,-119.67"
5824,East Rancho Drive,Fresno,93727.0,"36.73,-119.69"
5818,East Byrd Avenue,Fresno,93727.0,"36.71,-119.69"
1129,South Carriage Avenue,Fresno,93727.0,"36.72,-119.67"
4975,East Butler Avenue,Fresno,93727.0,"36.73,-119.73"
5158,East Liberty Avenue,Fresno,93727.0,"36.73,-119.72"
2122,South Peach Avenue,Fresno,93725.0,"36.72,-119.72"
2181,South Winery Avenue,Fresno,93725.0,"36.72,-119.73"
1260,South Minnewawa Avenue,Fresno,93727.0,"36.73,-119.71"
2534,South Peach Avenue,Fresno,93725.0,"36.71,-119.72"
3224,East Central Avenue,Fresno,93725.0,"36.68,-119.73"
3214,South Sunnyside Avenue,Fresno,93725.0,"36.69,-119.69"
1515,East Central Avenue,Fresno,93725.0,"36.68,-119.76"
6518,East Lincoln Avenue,Fowler,93625.0,"36.65,-119.67"
8877,East Adams Avenue,Fowler,93625.0,"36.64,-119.63"
213,South Olivia Avenue,Fowler,93625.0,"36.62,-119.65"
102,East Merced Street,Fowler,93625.0,"36.63,-119.68"
2826,East Lincoln Avenue,Fresno,93725.0,"36.65,-119.74"
6293,East South Avenue,Fowler,93625.0,"36.62,-119.68"
3481,East South Avenue,Fresno,93725.0,"36.62,-119.73"
10107,South Willow Avenue,Fresno,93725.0,"36.59,-119.73"
3810,South Fig Avenue,Fresno,93706.0,"36.68,-119.8"
574,Willamette Avenue,Fresno,93706.0,"36.65,-119.78"
6667,South Fruit Avenue,Fresno,93706.0,"36.64,-119.82"
5875,South Fig Avenue,Fresno,93706.0,"36.65,-119.8"
5512,West Kearney Boulevard,Fresno,93706.0,"36.73,-119.89"
4345,West California Avenue,Fresno,93706.0,"36.72,-119.87"
5607,West Jensen Avenue,Fresno,93706.0,"36.7,-119.89"
3201,West Nielsen Avenue,Fresno,93706.0,"36.74,-119.85"
2182,North Pleasant Avenue,Fresno,93705.0,"36.77,-119.84"
,Golden State Highway,Fresno,93728.0,"36.76,-119.83"
705,West Belmont Avenue,Fresno,93728.0,"36.75,-119.82"
2345,West Belmont Avenue,Fresno,93728.0,"36.75,-119.84"
1620,West Belmont Avenue,Fresno,93728.0,"36.75,-119.83"
1327,North Safford Avenue,Fresno,93728.0,"36.76,-119.81"
250,East Belmont Avenue,Fresno,93701.0,"36.75,-119.81"
1335,North Delno Avenue,Fresno,93728.0,"36.76,-119.82"
843,East Hedges Avenue,Fresno,93728.0,"36.76,-119.8"
1310,North Blackstone Avenue,Fresno,93703.0,"36.76,-119.79"
2610,East Lamona Avenue,Fresno,93703.0,"36.76,-119.78"
1330,North 8th Street,Fresno,93703.0,"36.76,-119.76"
3827,East Madison Avenue,Fresno,93702.0,"36.75,-119.76"
1324,North Fisher Street,Fresno,93703.0,"36.76,-119.77"
3869,East Huntington Boulevard,Fresno,93702.0,"36.74,-119.76"
4723,East Madison Avenue,Fresno,93702.0,"36.75,-119.74"
4736,East Laurel Avenue,Fresno,93702.0,"36.74,-119.74"
327,South Barton Avenue,Fresno,93702.0,"36.74,-119.75"
4493,East Madison Avenue,Fresno,93702.0,"36.75,-119.75"
4717,East Hedges Avenue,Fresno,93703.0,"36.76,-119.74"
1317,North Barton Avenue,Fresno,93703.0,"36.76,-119.75"
5157,East Hedges Avenue,Fresno,93727.0,"36.76,-119.72"
5156,East Belmont Avenue,Fresno,93727.0,"36.75,-119.72"
4950,East Leisure Avenue,Fresno,93727.0,"36.76,-119.73"
4938,East Laurel Avenue,Fresno,93727.0,"36.74,-119.73"
477,North Fine Avenue,Fresno,93727.0,"36.75,-119.73"
5594,East Belmont Avenue,Fresno,93727.0,"36.75,-119.7"
362,South Minnewawa Avenue,Fresno,93727.0,"36.74,-119.71"
5397,East Olive Avenue,Fresno,93727.0,"36.76,-119.71"
4529,North Hammel Way,Fresno,93727.0,"36.8,-119.7"
3423,Minnewawa Avenue,Clovis,93612.0,"36.79,-119.71"
5175,East Clinton Way,Fresno,93727.0,"36.77,-119.71"
2888,Fine Avenue,Clovis,93612.0,"36.8,-119.73"
400,West Gettysburg Avenue,Clovis,93612.0,"36.8,-119.72"
39,West Indianapolis Avenue,Clovis,93612.0,"36.8,-119.71"
1724,Minnewawa Avenue,Clovis,93612.0,"36.81,-119.71"
486,West Keats Avenue,Clovis,93612.0,"36.81,-119.72"
4920,East Yale Avenue,Fresno,93727.0,"36.77,-119.73"
2722,North Sierra Vista Avenue,Fresno,93703.0,"36.77,-119.74"
4460,East Yale Avenue,Fresno,93703.0,"36.77,-119.75"
4486,East Andrews Avenue,Fresno,93726.0,"36.78,-119.75"
,,Fresno,93726.0,"36.78,-119.74"
2144,Arden Drive South,Fresno,93703.0,"36.77,-119.76"
3215,Circle Court West,Fresno,93703.0,"36.77,-119.77"
3229,East Shields Avenue,Fresno,93726.0,"36.78,-119.77"
2074,North Fresno Street,Fresno,93703.0,"36.77,-119.78"
2611,East Shields Avenue,Fresno,93726.0,"36.78,-119.78"
2110,North Blackstone Avenue,Fresno,93703.0,"36.77,-119.79"
850,East Yale Avenue,Fresno,93704.0,"36.77,-119.8"
846,East Andrews Avenue,Fresno,93704.0,"36.78,-119.8"
1701,East Shields Avenue,Fresno,93726.0,"36.78,-119.79"
115,East Shields Avenue,Fresno,93704.0,"36.78,-119.81"
128,East Yale Avenue,Fresno,93704.0,"36.77,-119.81"
715,West Andrews,Fresno,93705.0,"36.78,-119.82"
707,West Yale Avenue,Fresno,93705.0,"36.77,-119.82"
1605,West Yale Avenue,Fresno,93705.0,"36.77,-119.83"
1603,West Andrews,Fresno,93705.0,"36.78,-119.83"
3626,North Blythe Avenue,Fresno,93722.0,"36.79,-119.87"
5514,West Pontiac Way,Fresno,93723.0,"36.79,-119.89"
3048,North Blythe Avenue,Fresno,93722.0,"36.78,-119.87"
3045,West Star Lane,Fresno,93722.0,"36.78,-119.85"
3722,West Shields Avenue,Fresno,93722.0,"36.78,-119.86"
2297,North Carol Avenue,Fresno,93722.0,"36.77,-119.85"
3255,West Floradora Avenue,Fresno,93722.0,"36.76,-119.85"
3245,West Belmont Avenue,Fresno,93722.0,"36.75,-119.85"
1554,North Blythe Avenue,Fresno,93722.0,"36.76,-119.87"
3815,North Hayes Avenue,Fresno,93723.0,"36.79,-119.9"
1657,North Wheeler Avenue,Fresno,93722.0,"36.76,-119.89"
2341,North Grantland Avenue,Fresno,93723.0,"36.77,-119.92"
3775,North Siskiyou Avenue,Kerman,93630.0,"36.79,-120.08"
,Unnamed Road,Kerman,93630.0,"36.77,-120.21"
17036,West American Avenue,Kerman,93630.0,"36.66,-120.1"
,West Nielsen Avenue,Fresno,93723.0,"36.74,-119.98"
,West Annadale Avenue,Fresno,93706.0,"36.7,-120.0"
1405,North Goldenrod Avenue,Kerman,93630.0,"36.74,-120.04"
14429,West California Avenue,Kerman,93630.0,"36.72,-120.05"
16065,West Ashli Avenue,Kerman,93630.0,"36.72,-120.08"
1000,South Madera Avenue,Kerman,93630.0,"36.72,-120.06"
291,North Del Norte Avenue,Kerman,93630.0,"36.74,-120.07"
4469,North Westlawn Avenue,Fresno,93723.0,"36.8,-119.95"
4407,North Jameson Avenue,Fresno,93723.0,"36.8,-119.99"
12719,H,Biola,93606.0,"36.8,-120.02"
3588,North Goldenrod Avenue,Kerman,93630.0,"36.79,-120.04"
101,North Golden State Boulevard,Fresno,93722.0,"36.83,-119.91"
5101,North Golden State Boulevard,Fresno,93722.0,"36.81,-119.88"
8225,North Milburn Avenue,Fresno,93722.0,"36.85,-119.88"
6410,North Pima Avenue,Fresno,93722.0,"36.83,-119.87"
6420,North Hazel Avenue,Fresno,93711.0,"36.83,-119.85"
3716,West Persimmon Lane,Fresno,93711.0,"36.82,-119.86"
5659,North Hazel Avenue,Fresno,93711.0,"36.82,-119.85"
6405,North Gilroy Avenue,Fresno,93722.0,"36.83,-119.88"
3680,West Shaw Avenue,Fresno,93711.0,"36.81,-119.86"
5096,North Blythe Avenue,Fresno,93722.0,"36.81,-119.87"
3272,West Shaw Avenue,Fresno,93711.0,"36.81,-119.85"
3248,West Indianapolis Avenue,Fresno,93722.0,"36.8,-119.85"
3718,West Gettysburg Avenue,Fresno,93722.0,"36.8,-119.86"
7693,North Pleasant Avenue,Fresno,93711.0,"36.85,-119.84"
7141,North Lead Avenue,Fresno,93711.0,"36.84,-119.85"
7151,North Pleasant Avenue,Fresno,93711.0,"36.84,-119.84"
2612,West Sierra Avenue,Fresno,93711.0,"36.83,-119.84"
6391,North Dolores Avenue,Fresno,93711.0,"36.83,-119.83"
1509,West Sierra Avenue,Fresno,93711.0,"36.83,-119.82"
5645,North Pleasant Avenue,Fresno,93711.0,"36.82,-119.84"
5646,North Hamlet Lane,Fresno,93711.0,"36.82,-119.83"
1519,West Roberts Avenue,Fresno,93711.0,"36.82,-119.82"
1507,West Keats Avenue,Fresno,93711.0,"36.81,-119.82"
5101,North Pleasant Avenue,Fresno,93711.0,"36.81,-119.84"
197,East Trenton Avenue,Fresno,93720.0,"36.86,-119.78"
8549,North Bond Street,Fresno,93720.0,"36.86,-119.77"
828,East Goshen Avenue,Fresno,93720.0,"36.85,-119.77"
7145,North 4th Street,Fresno,93720.0,"36.84,-119.77"
7110,North Fresno Street,Fresno,93720.0,"36.84,-119.78"
381,East Nees Avenue,Fresno,93720.0,"36.85,-119.78"
7844,North Blackstone Avenue,Fresno,93720.0,"36.85,-119.79"
7152,North Blackstone Avenue,Fresno,93650.0,"36.84,-119.79"
8516,North Rio Linda Avenue,Fresno,93711.0,"36.86,-119.8"
7805,North Palm Avenue,Fresno,93711.0,"36.85,-119.81"
1507,West Locust Avenue,Fresno,93711.0,"36.84,-119.82"
1077,West Sierra Avenue,Fresno,93711.0,"36.83,-119.81"
443,East Sierra Avenue,Fresno,93710.0,"36.83,-119.78"
5668,North Blackstone Avenue,Fresno,93710.0,"36.82,-119.79"
420,West Sierra Avenue,Fresno,93704.0,"36.83,-119.8"
6390,North Blackstone Avenue,Fresno,93710.0,"36.83,-119.79"
5641,North Anna Street,Fresno,93710.0,"36.82,-119.78"
5658,North Nantucket Avenue,Fresno,93704.0,"36.82,-119.8"
5092,North Harrison Avenue,Fresno,93711.0,"36.81,-119.81"
4531,North Maroa Avenue,Fresno,93704.0,"36.8,-119.8"
4545,North Palm Avenue,Fresno,93704.0,"36.8,-119.81"
4563,North Holt Avenue,Fresno,93705.0,"36.8,-119.83"
4535,North Delno Avenue,Fresno,93705.0,"36.8,-119.82"
4463,North Emerson Avenue,Fresno,93705.0,"36.8,-119.84"
1613,West Griffith Way,Fresno,93705.0,"36.79,-119.83"
3265,North Pleasant Avenue,Fresno,93705.0,"36.78,-119.84"
3992,North Briarwood Avenue,Fresno,93705.0,"36.79,-119.84"
703,West Sussex Way,Fresno,93705.0,"36.79,-119.82"
3989,North Safford Avenue,Fresno,93704.0,"36.79,-119.81"
3966,North Blackstone Avenue,Fresno,93726.0,"36.79,-119.79"
826,East Griffith Way,Fresno,93704.0,"36.79,-119.8"
5092,North Blackstone Avenue,Fresno,93710.0,"36.81,-119.79"
4526,North Anna Street,Fresno,93726.0,"36.8,-119.78"
4540,North Blackstone Avenue,Fresno,93726.0,"36.8,-119.79"
3968,North 3rd Street,Fresno,93726.0,"36.79,-119.77"
3986,North Anna Street,Fresno,93726.0,"36.79,-119.78"
3844,East Pontiac Way,Fresno,93726.0,"36.79,-119.76"
3843,East Shields Avenue,Fresno,93726.0,"36.78,-119.76"
4731,East Dakota Avenue,Fresno,93726.0,"36.79,-119.74"
3843,East Donner Avenue,Fresno,93726.0,"36.8,-119.76"
4590,North First Street,Fresno,93726.0,"36.8,-119.77"
4715,East Donner Avenue,Fresno,93726.0,"36.8,-119.74"
4497,East Donner Avenue,Fresno,93726.0,"36.8,-119.75"
5115,North 9th Street,Fresno,93710.0,"36.81,-119.76"
1130,Shaw Avenue,Fresno,93710.0,"36.81,-119.77"
1545,East Roberts Avenue,Fresno,93710.0,"36.82,-119.76"
1537,East Sierra Avenue,Fresno,93710.0,"36.83,-119.76"
6382,North Fisher Street,Fresno,93710.0,"36.83,-119.77"
6514,North Chance Avenue,Fresno,93710.0,"36.83,-119.75"
2750,East Sierra Avenue,Fresno,93710.0,"36.83,-119.74"
42461,Avenue 11,Madera,93636.0,"36.91,-119.77"
9231,North Maple Avenue,Fresno,93720.0,"36.87,-119.75"
2407,East Goshen Avenue,Fresno,93720.0,"36.85,-119.74"
14471,Auberry Road,Clovis,93619.0,"36.94,-119.7"
9863,North Minnewawa Avenue,Clovis,93619.0,"36.88,-119.71"
8533,Purdue Avenue,Clovis,93619.0,"36.86,-119.69"
1532,Goshen Avenue,Clovis,93611.0,"36.85,-119.69"
10702,North Armstrong Avenue,Clovis,93619.0,"36.89,-119.67"
15,Railroad Avenue,Clovis,93612.0,"36.83,-119.7"
841,Clovis Avenue,Clovis,93612.0,"36.82,-119.7"
1835,Clovis Avenue,Clovis,93612.0,"36.81,-119.7"
32,West Sierra Avenue,Clovis,93612.0,"36.83,-119.71"
3327,East Sierra Avenue,Fresno,93710.0,"36.83,-119.73"
91,West 9th Street,Clovis,93612.0,"36.82,-119.71"
895,West Shaw Avenue,Clovis,93612.0,"36.81,-119.73"
1001,Sylmar Avenue,Clovis,93612.0,"36.82,-119.72"
5,North Sunnyside Avenue,Clovis,93611.0,"36.83,-119.69"
2336,Sierra Avenue,Clovis,93611.0,"36.83,-119.67"
1862,Tenaya Avenue,Clovis,93611.0,"36.83,-119.68"
2327,Wrenwood Avenue,Clovis,93611.0,"36.82,-119.67"
2332,Dawson Cove Lane,Clovis,93611.0,"36.81,-119.67"
1898,Keats Avenue,Clovis,93611.0,"36.81,-119.68"
1447,Browning Avenue,Clovis,93611.0,"36.82,-119.69"
1445,Shaw Avenue,Clovis,93611.0,"36.81,-119.69"
2862,Laverne Avenue,Clovis,93611.0,"36.8,-119.68"
1426,Donner Avenue,Clovis,93611.0,"36.8,-119.69"
2841,Holly Avenue,Clovis,93611.0,"36.8,-119.67"
3436,Miami Avenue,Clovis,93611.0,"36.79,-119.69"
6070,East Sussex Way,Fresno,93727.0,"36.79,-119.68"
5827,East Clinton Avenue,Fresno,93727.0,"36.77,-119.69"
2342,North Fowler Avenue,Fresno,93727.0,"36.77,-119.68"
7828,Leonard Avenue,Clovis,93619.0,"36.85,-119.64"
811,Leonard Avenue,Clovis,93619.0,"36.82,-119.64"
4115,Griffith Avenue,Clovis,93619.0,"36.79,-119.63"
1624,North Fancher Avenue,Fresno,93737.0,"36.76,-119.63"
2495,South Highland Avenue,Sanger,93657.0,"36.7,-119.63"
14254,East Shields Avenue,Sanger,93657.0,"36.78,-119.53"
11644,East Sierra Avenue,Clovis,93619.0,"36.83,-119.58"
11476,East McKinley Avenue,Sanger,93657.0,"36.77,-119.58"
11107,East California Avenue,Sanger,93657.0,"36.72,-119.59"
339,North Oliver Avenue,Sanger,93657.0,"36.74,-119.5"
111,South Fairbanks Avenue,Sanger,93657.0,"36.72,-119.57"
403,O Street,Sanger,93657.0,"36.71,-119.56"
2373,4th Street,Sanger,93657.0,"36.71,-119.57"
2312,Magnolia Court,Sanger,93657.0,"36.7,-119.57"
1202,12th Street,Sanger,93657.0,"36.7,-119.56"
1150,K Street,Sanger,93657.0,"36.7,-119.55"
3192,South Indianola Avenue,Sanger,93657.0,"36.69,-119.58"
1913,Industrial Way,Sanger,93657.0,"36.69,-119.55"
2451,South Lewis Lane,Sanger,93657.0,"36.7,-119.54"
914,5th Street,Sanger,93657.0,"36.71,-119.55"
13280,East California Avenue,Sanger,93657.0,"36.72,-119.55"
1668,South Riverbend Avenue,Sanger,93657.0,"36.71,-119.52"
3137,South Reed Avenue,Sanger,93657.0,"36.69,-119.47"
3649,Usry Avenue,Reedley,93654.0,"36.68,-119.41"
7232,South Buttonwillow Avenue,Reedley,93654.0,"36.63,-119.43"
22234,Clayton Avenue,Reedley,93654.0,"36.64,-119.39"
21692,East Dinuba Avenue,Reedley,93654.0,"36.59,-119.4"
,Mountaintop Ranch Road,Auberry,93602.0,"37.1,-119.49"
,Unnamed Road,Clovis,93619.0,"36.94,-119.61"
26005,Wellbarn Road,Clovis,93619.0,"37.02,-119.57"
,Black Mountain Road,Tollhouse,93667.0,"37.0,-119.48"
224647,Pittman Hill Road,Clovis,93619.0,"36.91,-119.46"
,Hog Mountain Fire Road,Tollhouse,93667.0,"36.89,-119.33"
60198,Jeffery Pine Lane,Lakeshore,93634.0,"37.25,-119.21"
,,Shaver Lake,93664.0,"37.13,-118.94"
41020,Acorn Road,Auberry,93602.0,"37.09,-119.4"
,Camp-Edison Road,Auberry,93602.0,"37.12,-119.34"
,Fishing Club Road,Shaver Lake,93664.0,"37.11,-119.28"
,Wild Iris Lane,Shaver Lake,93664.0,"37.06,-119.32"
,Hume Lake Trail,Hume,93628.0,"36.79,-118.91"
,,Sanger,93657.0,"36.8,-119.24"
32747,Antelope Lane,Squaw Valley,93675.0,"36.71,-119.25"
46596,Chuckwagon Road,Squaw Valley,93675.0,"36.69,-119.12"
7783,Hill Avenue,Orange Cove,93646.0,"36.62,-119.34"
401,B Street,Orange Cove,93646.0,"36.63,-119.31"
920,5th Street,Orange Cove,93646.0,"36.62,-119.31"
908,12th Street,Orange Cove,93646.0,"36.62,-119.32"
8658,South Buttonwillow Avenue,Reedley,93654.0,"36.61,-119.43"
918,East Santa Rosa Street,Reedley,93654.0,"36.6,-119.44"
914,E Street,Reedley,93654.0,"36.6,-119.45"
,Unnamed Road,Reedley,93654.0,"36.61,-119.46"
196,West Carob Avenue,Reedley,93654.0,"36.61,-119.45"
8565,South Columbia Avenue,Reedley,93654.0,"36.61,-119.44"
1754,East Dinuba Avenue,Reedley,93654.0,"36.59,-119.43"
864,East Dinuba Avenue,Reedley,93654.0,"36.59,-119.44"
555,I Street,Reedley,93654.0,"36.6,-119.46"
210,West Dinuba Avenue,Reedley,93654.0,"36.59,-119.45"
10634,South East Avenue,Reedley,93654.0,"36.58,-119.44"
1977,South Frankwood Avenue,Reedley,93654.0,"36.58,-119.45"
13458,East Industrial Drive,Parlier,93648.0,"36.6,-119.55"
13760,East Ann Avenue,Parlier,93648.0,"36.61,-119.54"
13347,East Ann Avenue,Parlier,93648.0,"36.61,-119.55"
16020,East South Avenue,Parlier,93648.0,"36.62,-119.5"
16652,East Floral Avenue,Reedley,93654.0,"36.58,-119.49"
300,Tulare Street,Parlier,93648.0,"36.61,-119.52"
830,Tulare Street,Parlier,93648.0,"36.61,-119.53"
10591,East American Avenue,Del Rey,93616.0,"36.66,-119.6"
11231,East Clayton Avenue,Del Rey,93616.0,"36.64,-119.59"
14293,East Fantz Avenue,Parlier,93648.0,"36.65,-119.53"
8849,Manning Avenue,Selma,93662.0,"36.6,-119.63"
3063,Thompson Avenue,Selma,93662.0,"36.58,-119.62"
11369,South Amber Avenue,Selma,93662.0,"36.57,-119.59"
3119,Orange Avenue,Selma,93662.0,"36.58,-119.6"
1910,Aspen Street,Selma,93662.0,"36.58,-119.61"
3823,Thompson Avenue,Selma,93662.0,"36.59,-119.62"
3840,McCall Avenue,Selma,93662.0,"36.59,-119.61"
1233,Redwood Lane,Selma,93662.0,"36.57,-119.6"
2440,McCall Avenue,Selma,93662.0,"36.57,-119.61"
3175,Highland Avenue,Selma,93662.0,"36.58,-119.63"
1100,Valley View Avenue,Selma,93662.0,"36.56,-119.6"
8165,East Nebraska Avenue,Selma,93662.0,"36.56,-119.64"
1201,Golden State Boulevard,Selma,93662.0,"36.56,-119.61"
1907,Thompson Avenue,Selma,93662.0,"36.56,-119.62"
14252,East Mountain View Avenue,Kingsburg,93631.0,"36.55,-119.53"
2504,Tamarack Court,Kingsburg,93631.0,"36.52,-119.54"
1035,Simpson Street,Kingsburg,93631.0,"36.51,-119.55"
651,Roosevelt Street,Kingsburg,93631.0,"36.51,-119.56"
2110,16th Avenue,Kingsburg,93631.0,"36.52,-119.55"
14143,South Academy Avenue,Kingsburg,93631.0,"36.53,-119.56"
12063,South Willow Avenue,Fresno,93725.0,"36.56,-119.73"
6514,East Rose Avenue,Selma,93662.0,"36.57,-119.67"
,Unnamed Road,Selma,93662.0,"36.51,-119.65"
14720,South Del Rey Avenue,Kingsburg,93631.0,"36.52,-119.59"
3283,East Conejo Avenue,Fresno,93725.0,"36.52,-119.73"
1582,East Riverdale Avenue,Laton,93242.0,"36.44,-119.77"
18968,South Fowler Avenue,Laton,93242.0,"36.46,-119.69"
6045,East Mount Whitney Avenue,Laton,93242.0,"36.43,-119.69"
13542,South Blythe Avenue,Caruthers,93609.0,"36.54,-119.87"
12780,South Elm Avenue,Caruthers,93609.0,"36.55,-119.79"
15350,South Walnut Avenue,Caruthers,93609.0,"36.51,-119.81"
2750,West Caruthers Avenue,Caruthers,93609.0,"36.54,-119.84"
13473,South Henderson Road,Caruthers,93609.0,"36.54,-119.83"
6813,South Polk Avenue,Fresno,93706.0,"36.64,-119.89"
,West Rose Avenue,Caruthers,93609.0,"36.57,-119.97"
10744,South Hayes Avenue,Caruthers,93609.0,"36.58,-119.9"
9277,South Walnut Avenue,Fresno,93706.0,"36.6,-119.81"
3795,West Harlan Avenue,Riverdale,93656.0,"36.45,-119.86"
21098,South Valentine Avenue,Riverdale,93656.0,"36.43,-119.86"
2813,West Whitney,Riverdale,93656.0,"36.43,-119.85"
9604,West Harlan Avenue,Riverdale,93656.0,"36.44,-119.97"
15671,West Oakland Avenue,Five Points,93624.0,"36.34,-120.08"
,Lassen Avenue,Huron,93234.0,"36.16,-120.1"
36050,O Street,Huron,93234.0,"36.21,-120.1"
,South Siskiyou Avenue,Huron,93234.0,"36.19,-120.09"
,West Side Freeway,Coalinga,93210.0,"36.29,-120.27"
,West Gale Avenue,Coalinga,93210.0,"36.18,-120.43"
39445,South Monterey Avenue,Coalinga,93210.0,"36.16,-120.37"
198,Coalinga Plaza,Coalinga,93210.0,"36.14,-120.36"
499,Cambridge Avenue,Coalinga,93210.0,"36.15,-120.38"
950,West Elm Avenue,Coalinga,93210.0,"36.13,-120.37"
464,Dartmouth Avenue,Coalinga,93210.0,"36.15,-120.37"
3026,Caramele Court,Coalinga,93210.0,"36.16,-120.35"
359,Harrison Street,Coalinga,93210.0,"36.14,-120.35"
156,Palomino Street,Coalinga,93210.0,"36.13,-120.36"
,West Lincoln Avenue,Tranquillity,93668.0,"36.65,-120.31"
5766,Juanche Avenue,Tranquillity,93668.0,"36.65,-120.25"
